id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
17228316,House With A View.,116034838,Jacqueline,,Ward 113,-33.8349,18.49324,Private room,300,1,116,2022-03-19,1.87,2,360,21,
17228343,Kalk Bay Magic sleeps 4,23235140,Jane,,Ward 64,-34.12748,18.44809,Entire home/apt,2800,4,21,2022-02-11,0.35,3,327,1,
17228887,SHIRAZHOF,116041129,Kennith,,Ward 112,-33.82548,18.64875,Entire home/apt,750,250,0,,,1,364,0,
17234462,Modern Country Cottage,113530139,Martin & Rebecca,,Ward 69,-34.09377,18.39563,Entire home/apt,559,2,138,2022-03-21,2.23,2,334,14,
17235097,Cape Town Mountain Bike House,95535307,Ally,,Ward 70,-33.85207,18.6048,Entire home/apt,1300,7,1,2018-12-30,0.03,1,92,0,
17243267,"Clifton Bungalow, on 3rd Beach Clifton Cape Town",116182151,Stephen,,Ward 54,-33.93955,18.37688,Entire home/apt,29500,1,4,2020-02-24,0.06,1,133,0,
17248263,Arum Views - 60 sqm open plan Studio,76103277,Lara,,Ward 107,-33.82226,18.48515,Entire home/apt,549,2,36,2022-03-16,0.58,1,68,6,
17250742,Beautiful Inner City Hideaway,20254884,Bryni,,Ward 115,-33.92853,18.4229,Entire home/apt,637,2,158,2022-03-18,2.56,1,148,26,
17251298,Stunning 5/6 bedroom home in Upper Constantia,48303994,Nicki,,Ward 62,-34.00944,18.43965,Entire home/apt,11160,5,3,2022-02-26,0.08,36,358,2,
17258542,Luxury Garden Suite at The Walden House,41136356,Amy,,Ward 77,-33.93054,18.40651,Private room,3040,1,1,2018-04-01,0.02,3,216,0,
17259381,Strawberry garden flatlet,13981417,Debbie,,Ward 62,-34.03936,18.44118,Private room,850,2,0,,,1,363,0,
17265675,10 on Gillian,116400101,Sanet,,Ward 21,-33.86568,18.64848,Entire home/apt,650,1,40,2022-01-04,0.65,1,8,1,
17266279,The Shack - remote surf cottage in the milkwoods,45797282,James,,Ward 74,-34.00749,18.34127,Entire home/apt,1816,3,53,2022-03-24,1.26,2,331,23,
17273444,Wooden Cottage on a Wine Farm in Constantia!,42123171,Daniela,,Ward 71,-34.03423,18.42971,Private room,650,1,262,2022-03-13,4.88,1,300,58,
17274085,503 Warren Heights - Trendy Apartment with Spectacular City View,2516345,Jaco,,Ward 77,-33.9291,18.40543,Private room,1889,3,11,2022-03-21,0.24,65,341,1,
17274193,Watsonia Cottage - little house with a big view,73966744,Katherine,,Ward 61,-34.20908,18.45802,Entire home/apt,2000,5,3,2020-01-12,0.08,1,2,0,
17274627,Echo Cottage,116491025,Brenda,,Ward 64,-34.14843,18.43734,Entire home/apt,2000,5,3,2019-03-01,0.06,1,365,0,
17274788,Oak Lodge Kenilworth,63180241,Jeanne,,Ward 59,-33.99149,18.46206,Entire home/apt,1250,2,3,2018-01-04,0.05,1,364,0,
17277185,"McBride Manor - Light, Stylish, Modern Home.",116332557,Robyn,,Ward 58,-33.98745,18.4752,Entire home/apt,2500,4,16,2022-01-06,0.26,1,112,2,
17282062,Family holiday home,59309883,Ian,,Ward 58,-33.95985,18.49234,Entire home/apt,2000,7,0,,,1,173,0,
17291603,"Cherry Lane, Constantia home with beautiful views",10340875,Cara,,Ward 62,-34.03994,18.43952,Entire home/apt,7500,6,4,2022-01-17,0.08,10,364,1,
17299357,"Comfortable, safe homestay in vibrant Langa",116705365,Mabel,,Ward 49,-33.94546,18.52106,Private room,450,1,2,2017-09-24,0.03,2,180,0,
17307549,Bakoven Bungalow on the Beach,6014057,Cathrine,,Ward 54,-33.96055,18.37378,Entire home/apt,5000,7,1,2020-12-09,0.06,1,178,0,
17307734,Braemar,110833949,Yvonne,,Ward 64,-34.12586,18.43183,Entire home/apt,1980,5,2,2020-01-02,0.04,3,287,0,
17308828,Clifton 1st Beach Studio,52285094,Adrian,,Ward 54,-33.93633,18.37947,Entire home/apt,641,2,174,2022-03-23,2.83,1,207,53,
17310804,"Selkie Loft, restful studio - minutes from Beach",91633235,Julia & Fraser,,Ward 69,-34.09807,18.36371,Entire home/apt,864,2,36,2022-03-13,0.70,1,188,17,
17311313,Clovelly Vista - self catering accommodation,110482375,Heather And Trevor,,Ward 64,-34.12566,18.43238,Entire home/apt,600,3,8,2022-01-08,0.19,1,256,4,
17311863,Camps Bay Mountain Apartment,50696703,Sally,,Ward 54,-33.95106,18.3906,Private room,650,2,31,2020-01-05,0.50,1,361,0,
17312250,202 Cute & cozy 2 Bedroom in Tamboerskloof,40417571,Daniel,,Ward 77,-33.92768,18.41015,Entire home/apt,609,7,4,2019-12-27,0.07,4,208,0,
17325343,Beautiful luxury accommodation,111742289,Estelle,,Ward 84,-34.09067,18.86591,Private room,3150,1,1,2017-03-04,0.02,2,364,0,
17327087,Super clean Comfort studio off trendy Kloof St.,116972560,Wane,,Ward 77,-33.93428,18.40503,Entire home/apt,857,2,113,2022-03-20,1.83,1,325,16,
17336105,Cosy 2 Bedroom House in Safe Neighbourhood,114452194,Meg,,Ward 66,-34.02444,18.50733,Entire home/apt,1100,2,0,,,1,87,0,
17336405,Modern Noordhoek,47567098,Lizl,,Ward 69,-34.10235,18.37859,Entire home/apt,6500,10,12,2022-01-31,0.23,1,50,3,
17340947,Lainie's Cottage,7492478,Carolyn,,Ward 15,-34.06127,18.83141,Entire home/apt,600,2,22,2021-01-04,0.43,1,1,0,
17341572,Eco Beach Bungalow - Klein Slangkop Private Estate,87914996,Chanel Grantham,,Ward 61,-34.13238,18.33975,Entire home/apt,1621,1,189,2022-03-11,3.57,2,312,44,
17351215,Rest Assured,117237530,Priscilla,,Ward 8,-33.91762,18.66894,Private room,300,1,2,2022-01-29,0.94,2,89,2,
17371302,Devil's Peak Airbnb,117398208,Maynard,,Ward 57,-33.93877,18.45045,Private room,325,1,31,2021-05-04,0.50,1,0,1,
17371308,Jeconiah,103178190,Bernerine,,Ward 2,-33.88783,18.57794,Private room,600,1,4,2017-06-02,0.07,2,364,0,
17374624,Secure 1 Bed with WiFi and Views - Work from Home,13688344,Penny,,Ward 59,-33.96839,18.46962,Entire home/apt,895,5,60,2022-02-13,1.14,1,93,13,
17376850,Sea Point Views on Beach Road 3 Bedroom 3 Bathroom,13286229,Dale,,Ward 115,-33.90828,18.39512,Entire home/apt,2832,2,120,2022-03-25,1.94,14,31,1,
17378279,World class Villa in Security Estate,25628630,Petra,,Ward 74,-34.01233,18.36609,Entire home/apt,29100,10,0,,,5,358,0,
17378303,Two spacious rooms with bathroom and pool,117442002,Leana,,Ward 4,-33.85132,18.51328,Private room,914,1,4,2018-12-27,0.06,1,166,0,
17386622,Room in character family home,45090080,Malose,,Ward 59,-33.98046,18.45713,Private room,900,2,2,2018-03-31,0.04,2,0,0,
17390374,Trendy 1 bedroom duplex in De Waterkant Village,30960415,Haylee,,Ward 115,-33.91558,18.41742,Entire home/apt,1100,4,4,2018-01-03,0.07,5,285,0,
17391865,Private Cottage / Studio,117575774,Gustav,,Ward 84,-34.07588,18.86393,Entire home/apt,900,5,5,2022-02-24,0.12,2,337,1,
17398156,Bo-Kaap Accommodation Cape Town TableMountain View,13286229,Dale,,Ward 77,-33.92039,18.414,Entire home/apt,2708,3,121,2022-03-20,1.99,14,160,13,
17398393,"Centrally located Cape Town centre, Devil's Peak",46234685,Doret,,Ward 77,-33.93561,18.43027,Entire home/apt,550,2,38,2022-01-20,0.63,1,166,3,
17399118,"Waterberg, 4 bedroom luxury home in secure estate",10340875,Cara,,Ward 71,-34.08219,18.43523,Entire home/apt,5500,7,0,,,10,358,0,
17410252,Penthouse Floor Apartment in CBD - Amazing views,17203604,Shadley,,Ward 77,-33.93184,18.42339,Entire home/apt,1371,1,127,2022-02-21,2.10,6,282,13,
17416302,Bantry Bay's  Guest house ****,112223700,Luxury,,Ward 54,-33.92471,18.37774,Private room,657,1,124,2022-02-28,2.01,4,347,21,
17427398,"Friendly large room, separate entrance",40943088,Diana,,Ward 21,-33.87054,18.64648,Private room,1000,2,1,2017-03-06,0.02,1,181,0,
17427691,Camps Bay - tranquil/safe secure,23599148,Michael & Kirstin,,Ward 54,-33.95615,18.38531,Entire home/apt,1819,2,98,2022-02-27,1.59,9,182,8,
17429973,Table Mountain Views from the Heart of the City,166525517,James,,Ward 115,-33.92449,18.41586,Entire home/apt,1851,2,56,2022-03-21,0.91,19,82,12,
17430852,Camps Bay Apartment - Breathtaking Views + Pool,117915073,Propr,,Ward 54,-33.95321,18.38493,Entire home/apt,1905,4,198,2022-03-11,3.23,1,173,36,
17431534,"Spacious Apartment, 13 Balfour Street Woodstock CT",117927569,Shehaam,,Ward 57,-33.93401,18.44956,Entire home/apt,700,1,29,2019-01-16,0.47,1,20,0,
17433231,Rustic Beach Cottage with Ocean and Mountain Views,95755526,Jacob,,Ward 69,-34.13683,18.3902,Entire home/apt,1300,1,55,2022-03-27,3.83,1,77,44,
17437377,Cottage in Newlands Village,27258680,Betina,,Ward 59,-33.96958,18.45838,Entire home/apt,616,1,212,2022-03-20,3.44,4,320,41,
17444020,Robin's Nest,8592110,Janice,,Ward 62,-34.01856,18.44389,Entire home/apt,558,2,33,2022-03-18,0.55,3,344,5,
17444234,Sea Point Art Deco Comfort,78450787,Beth,,Ward 54,-33.91662,18.39116,Private room,426,3,58,2021-12-19,0.94,2,55,9,
17451002,Majestic fynbos mountain area Tre Donne Estate 59,118088698,Daniel,,Ward 84,-34.11801,18.92073,Entire home/apt,3750,21,11,2021-03-01,0.21,2,317,0,
17454032,Room. high speed uncapped fibre.modern.Green Point,90383886,Amy,,Ward 115,-33.90873,18.41,Private room,399,1,3,2019-01-24,0.07,2,0,0,
17456122,Kalk Bay Mountain Birdsong  Studio | Indig Garden,153063689,Kate,,Ward 64,-34.12696,18.44621,Entire home/apt,900,2,89,2022-03-25,1.45,1,157,25,
17457733,St James House sleeps 6 in style,114325037,Simon,,Ward 64,-34.11597,18.46429,Entire home/apt,3000,5,8,2020-03-03,0.14,2,145,0,
17459103,Beautiful Mountain view,118216580,Ievan And Chantell,,Ward 100,-34.15471,18.88361,Entire home/apt,907,1,0,,,1,365,0,
17459560,"Mediterranean feel house in Lakeside, Cape Town",9480868,Rona,,Ward 64,-34.08504,18.45487,Entire home/apt,1800,7,1,2017-10-25,0.02,1,365,0,
17469706,St Fillians Camps Bay,19675508,Jennifer,,Ward 54,-33.95374,18.38222,Entire home/apt,19000,10,0,,,19,87,0,
17481679,"Beautiful Ocean View Apartment, Bloubergstrand",67676557,Francois,,Ward 23,-33.81798,18.47549,Entire home/apt,926,2,3,2018-01-12,0.05,1,0,0,
17483519,Charming Victorian house.,38182870,Sarah,,Ward 58,-33.98073,18.47668,Entire home/apt,4363,4,0,,,1,87,0,
17485858,Lovely Langa Home,118466973,Noxolo,,Ward 51,-33.94651,18.52222,Private room,350,1,8,2019-02-18,0.13,2,365,0,
17486867,"Modern, Central Apartment with Breathtaking Mountain Views.",45523251,Michael,,Ward 115,-33.91635,18.42067,Entire home/apt,903,2,215,2022-01-30,3.52,1,106,51,
17487415,The BANKSY room @ BuddHaddAs House☆,118480759,Adam BuddHaddA,,Ward 115,-33.92854,18.42295,Private room,593,1,60,2020-03-14,0.98,1,339,0,
17487489,Gorgeous Contemporary Apartment,100469350,Danielle,,Ward 62,-34.00181,18.46664,Entire home/apt,890,2,16,2017-12-30,0.26,1,154,0,
17490185,"Pool room En-Suite, Tabu house",20600678,Mika,,Ward 23,-33.81601,18.47516,Private room,559,2,20,2021-10-31,0.33,14,266,1,
17493383,"TabuHouse, En-suite room Bloubergstrand",20600678,Mika,,Ward 23,-33.81601,18.47516,Private room,511,1,11,2021-11-09,0.18,14,364,1,
17493607,Surfers Corner,55153022,Nic & Candy,,Ward 107,-33.82142,18.48463,Private room,742,2,45,2022-03-04,0.73,8,345,1,
17500482,Birdsong Cottage modern and quiet,118609224,David,,Ward 21,-33.86449,18.65983,Entire home/apt,850,2,2,2022-01-10,0.47,1,356,2,
17503581,"2 bedrooms in a warm house ""Die Ark""",118632807,Lascar,,Ward 70,-33.87455,18.62417,Private room,400,1,17,2020-01-05,0.28,1,176,0,
17503879,Stylish + Sunny Historic Cottage by the Seaside,3051948,Filippa & Stu,,Ward 64,-34.11795,18.45858,Entire home/apt,3621,3,10,2022-03-05,0.16,1,13,4,
17504533,Orange Inn Melkbosstrand,118640010,Orange,,Ward 23,-33.69221,18.44646,Hotel room,1040,1,3,2020-02-09,0.05,2,86,0,
17504922,The Hermitage - beautiful views,116530458,Clare,,Ward 64,-34.13131,18.44774,Private room,1400,2,28,2022-03-15,0.46,2,288,9,
17506924,Centrally located entire apartment,1952066,Rita,,Ward 115,-33.93285,18.41003,Entire home/apt,661,3,76,2022-03-25,1.24,3,315,21,
17507422,Camp Faraway Farm Studio,118660803,Bernadette,,Ward 69,-34.10542,18.37848,Entire home/apt,980,2,94,2022-03-20,1.89,2,134,28,
17507913,Large sunny sea-facing bedroom and exclusive-use bathroom,80702747,Rosalie,,Ward 54,-33.91993,18.3866,Private room,350,2,18,2022-03-17,0.59,1,270,15,
17507965,Zora's Paradise,118666947,Sylke,,Ward 74,-34.03304,18.34577,Entire home/apt,1050,4,77,2021-02-05,1.26,1,152,0,
17510422,Summer outdoor living,46298324,Claudia,,Ward 54,-33.92581,18.38909,Entire home/apt,5500,14,0,,,1,365,0,
17511576,"NEWLANDS STUDIO - for comfort, peace & tranquility",98951923,Sally,,Ward 59,-33.97685,18.45575,Entire home/apt,871,1,123,2022-03-10,1.99,1,240,19,
17518454,Warm and Welcoming Home in Langa,118778651,Fiona,,Ward 49,-33.94505,18.52017,Private room,350,1,4,2019-11-09,0.07,1,90,0,
17521715,My Beautiful Langa Home,95981632,Bongani,,Ward 49,-33.94411,18.52022,Private room,464,1,1,2019-01-22,0.03,1,363,0,
17522100,Magnificent mountain and sea views.,116530458,Clare,,Ward 64,-34.13164,18.44754,Private room,1300,2,2,2022-01-07,0.07,2,347,1,
17523269,Lux 1 Bedroom apartment with rooftop pool and gym,3886732,Koos,,Ward 115,-33.92915,18.42242,Entire home/apt,921,2,24,2022-01-27,0.40,75,178,11,
17523713,18 on Basalt,37767490,Beronice & Cobus,,Ward 21,-33.87415,18.65234,Entire home/apt,800,1,1,2017-06-11,0.02,2,177,0,
17529563,Cosy Cottage in Camps Bay Village,76830737,Brent,,Ward 54,-33.95121,18.38215,Entire home/apt,5678,2,40,2022-03-20,0.66,2,306,13,
17536100,#9 Green Point 2 Bed/R Apartment near Waterfront,18971959,Steven,,Ward 115,-33.90873,18.40301,Entire home/apt,1393,1,59,2019-08-19,0.98,7,0,0,
17536376,Lynx Vista,48223718,Cornel,,Ward 64,-34.09251,18.45959,Entire home/apt,800,2,16,2022-02-10,0.27,1,45,7,
17537115,Sensational Fifth Floor Apartment with Panoramic Ocean Views,31722828,Andrew,,Ward 115,-33.90714,18.39538,Entire home/apt,2993,3,91,2022-03-13,1.49,8,18,6,
17549039,Beach Cottage,47189049,Gareth,,Ward 64,-34.14363,18.43133,Entire home/apt,1556,3,55,2021-01-02,0.91,3,81,0,
17550664,Stunning Apartment in Beach Front Security Estate,52294516,Paul,,Ward 74,-34.04416,18.35516,Entire home/apt,1500,2,6,2022-03-17,0.10,1,268,1,
17552097,Charming 3BD home with pool,44827305,Anabella,,Ward 57,-33.94891,18.47925,Entire home/apt,3870,5,2,2019-12-29,0.04,1,178,0,
17553043,Beautiful Family Home in Gordons Bay,119111651,Margaret,,Ward 100,-34.14804,18.86602,Entire home/apt,1600,10,5,2020-01-08,0.10,1,342,0,
17553731,Hippo Lodge,119121005,Justin,,Ward 43,-34.03434,18.53414,Entire home/apt,300,1,12,2021-06-09,0.20,2,165,1,
17554747,Cowlin  House,69328761,Sonja,,Ward 73,-34.03258,18.44721,Entire home/apt,2800,3,13,2022-01-02,0.22,1,143,2,
17560451,"3 Bed close to Camps Bay beach, pool, garden",5527126,Elize,,Ward 54,-33.95591,18.37886,Entire home/apt,11186,3,0,,,19,83,0,
17560571,Family home in Wind free Fresnaye.,119056488,Claudia,,Ward 54,-33.92609,18.38768,Entire home/apt,5500,10,0,,,1,83,0,
17560965,Camps Bay Boutique Apartment,8632942,Gillian,,Ward 54,-33.94723,18.38288,Entire home/apt,3345,3,2,2017-04-18,0.03,3,153,0,
17562046,Maco's place.,119215277,Kiki,,Ward 58,-33.97428,18.4736,Entire home/apt,950,2,5,2019-04-21,0.08,1,362,0,
17563634,"The Fairway, Pinelands, Cape Town",119229522,Hans,,Ward 53,-33.94189,18.49939,Private room,650,1,14,2022-02-10,0.23,1,347,2,
17566570,Rainsong Cottage,109227653,Steve,,Ward 74,-34.04312,18.36399,Entire home/apt,450,2,1,2020-03-08,0.04,1,159,0,
17568468,Magical Kommetjie,10033922,Jack,,Ward 61,-34.14485,18.3236,Entire home/apt,4000,7,0,,,1,62,0,
17573267,Private room attached to a safe friendly home.,119340228,Mosidinyana,,Ward 2,-33.88712,18.57803,Entire home/apt,220,5,1,2019-09-04,0.03,2,334,0,
17576208,Grand Old Lady,50431715,Disy,,Ward 59,-33.98536,18.45331,Entire home/apt,6500,5,2,2020-01-02,0.05,1,110,0,
17579019,House Simon Bel Aire,116667747,Luise,,Ward 15,-34.04505,18.82907,Entire home/apt,3500,2,0,,,1,365,0,
17583667,"Rock, Contemporary, Stylish Apartment with Ocean Views",16864460,Aneesha,,Ward 54,-33.95925,18.3767,Entire home/apt,7000,3,35,2022-03-17,0.62,1,279,15,
17583692,"Noah's Ark, Gordons bay, Western Cape",86258003,Noah,,Ward 100,-34.14954,18.85932,Entire home/apt,750,30,0,,,1,180,0,
17584698,Luxury spacious apartment,75764692,Eddie  (Zayed),,Ward 1,-33.86916,18.58204,Entire home/apt,814,2,11,2021-04-17,0.19,1,173,1,
17588287,De Helling Self Catering,119485874,Leonard,,Ward 8,-33.89116,18.69624,Entire home/apt,1174,1,4,2021-06-18,0.07,1,295,1,
17596381,Blu Rose Homestead on Park,56563365,Belinda,,Ward 74,-34.01558,18.35181,Entire home/apt,10000,7,1,2018-09-19,0.02,1,346,0,
17598828,Bontkop Guest House,119594561,Ronel,,Ward 23,-33.73219,18.43526,Private room,1100,1,6,2022-03-06,0.15,1,176,2,
17598975,"Sea View,(Pet Friendly) 2 mins walk to Main Beach",27297933,Jacqueline,,Ward 100,-34.16236,18.86679,Entire home/apt,1200,3,0,,,2,362,0,
17599977,Spacious King Sized bedroom with a view,55162665,Lizbe,,Ward 69,-34.13648,18.39129,Private room,560,3,18,2020-02-22,0.32,1,25,0,
17604734,Family home in Upper Wynberg (Trovato),119644448,Nicole,,Ward 62,-33.99908,18.45963,Entire home/apt,3000,6,0,,,2,87,0,
17611353,Upper Woodstock,119720521,Andrew,,Ward 57,-33.93421,18.4521,Private room,450,3,0,,,1,365,0,
17612564,"CLOSE TO THE BEACH, STYLISH, PRIVATE & PROTECTED",10913063,Lee,,Ward 69,-34.10008,18.36221,Entire home/apt,8840,7,0,,,15,358,0,
17613028,Chapman Heights - Noordhoek,10913063,Lee,,Ward 69,-34.10427,18.39762,Entire home/apt,6000,14,0,,,15,343,0,
17613997,"Trendy, Central City Apartment. Pool & Parking!",1871116,Louis,,Ward 115,-33.92898,18.42171,Entire home/apt,840,2,41,2022-03-01,0.68,4,248,8,
17614111,Modern holiday home close to the beach,33823377,Michaela,,Ward 61,-34.1391,18.33117,Entire home/apt,1917,7,9,2022-02-26,0.17,2,174,1,
17616253,No 5 Dunkley Square Cape Town South Africa,9214080,Lindsay,,Ward 115,-33.93265,18.41787,Entire home/apt,8599,2,19,2022-01-01,0.38,2,357,3,
17616467,Breathtaking Views from a Central Location,119762113,Propr,,Ward 115,-33.92509,18.41446,Entire home/apt,1629,2,36,2021-07-16,0.62,1,215,2,
17618750,"Cape Town, Seapoint - Peninsula All-Suite Condo",43810701,Cindy,,Ward 54,-33.92137,18.38002,Entire home/apt,1800,3,3,2020-03-23,0.06,1,7,0,
17619945,Luxus-Villa Bellevue,119454819,Uwe,,Ward 15,-34.05801,18.85135,Entire home/apt,3834,7,0,,,1,362,0,
17620624,Apartment in the heart of the city,66434806,Andre,,Ward 115,-33.92523,18.41652,Entire home/apt,857,2,75,2022-03-16,1.25,1,11,4,
17622220,Cape Town Gem - Views & Location!,1691215,Nathaniel,,Ward 77,-33.93587,18.40328,Entire home/apt,1035,3,50,2022-02-13,0.83,1,296,3,
17628813,Modern Retro Woodstock Apartment,8624673,Bruce,,Ward 57,-33.93568,18.45519,Entire home/apt,780,2,11,2022-03-22,0.32,1,329,9,
17629479,"Sea Front Facing Apartment, Sea Point",119890359,Nicola,,Ward 54,-33.91749,18.3861,Entire home/apt,1450,28,1,2018-03-08,0.02,1,255,0,
17631077,"DeLaHilcremat - Deck Suite, entire suite",22232682,Dean,,Ward 61,-34.16849,18.42754,Entire home/apt,750,2,49,2022-03-23,0.87,2,333,21,
17633678,Neat Studio Apartment in Upper Claremont,119925864,Richard,,Ward 59,-33.98406,18.46435,Entire home/apt,497,2,107,2022-01-23,1.77,2,331,19,
17633683,Family Suites,119900447,Danny,,Ward 23,-33.81458,18.47268,Entire home/apt,1500,2,1,2017-09-05,0.02,1,365,0,
17643084,507 Manhattan - Spacious Century City Apartment. WiFi and Parking,2516345,Jaco,,Ward 55,-33.89027,18.51129,Entire home/apt,1528,3,8,2022-01-28,0.14,65,330,1,
17644341,Upscale Beachfront Surfer's Pad on Surfer's Corner,4294953,Anneliese & Schalk,,Ward 64,-34.10827,18.47087,Entire home/apt,2285,5,8,2020-02-19,0.13,1,358,0,
17645843,"Surf Mecca, Relaxation Central - Views Forever",120049251,Tammy,,Ward 61,-34.14248,18.33251,Entire home/apt,4143,6,33,2022-03-01,0.55,1,0,2,
17647421,Trendy apartment with ocean & Table Mountain view,90274786,Nadia,,Ward 23,-33.79172,18.45915,Entire home/apt,1450,2,28,2021-12-03,0.46,6,132,3,
17647951,Rustic Mountain and Sea House,382152,Jasmin,,Ward 64,-34.13511,18.41745,Entire home/apt,1000,4,0,,,2,141,0,
17651877,"Relaxed family home (6 beds) in Hout Bay,Cape Town",54456182,Natalie,,Ward 74,-34.02005,18.35475,Entire home/apt,3000,6,5,2022-01-04,0.10,1,129,1,
17653022,Executive Hillside Retreat with Private Pool,53419956,Janina,,Ward 54,-33.95139,18.38457,Entire home/apt,2000,1,136,2021-10-25,2.25,15,114,15,
17661124,Beautiful Apartment on Beach Road,22282170,Natalie,,Ward 54,-33.91048,18.39118,Entire home/apt,4066,2,62,2022-01-05,1.21,2,351,18,
17671942,"Apartment in old Cape house, charming and rustic.",120313315,Bill,,Ward 69,-34.099052,18.377148,Entire home/apt,441,2,53,2022-02-03,0.90,1,164,8,
17672333,Large house located 10 min drive from the CBD -,119616682,David,,Ward 55,-33.87769,18.49228,Entire home/apt,3000,2,6,2020-01-02,0.11,4,83,0,
17673021,colin on bayview,120321785,Colin,,Ward 43,-34.07385,18.59342,Private room,350,1,0,,,1,365,0,
17673850,Ras Vill,119821023,Johnny,,Ward 61,-34.15193,18.3913,Entire home/apt,1400,2,1,2017-10-15,0.02,1,181,0,
17676550,Old Willows,119400851,Tak,,Ward 61,-34.19281,18.42917,Private room,492,3,22,2022-03-03,0.36,1,83,4,
17676652,Fully equipped and private 2 Room flat,120356557,Mari,,Ward 21,-33.8485,18.65823,Entire home/apt,380,7,6,2018-12-28,0.10,1,70,0,
17680430,Constantia lush garden & open plan living,120400542,Heine,,Ward 62,-34.0158,18.44521,Entire home/apt,3636,14,1,2018-01-02,0.02,1,0,0,
17687532,SlingerBerry 3,111272446,Graham-Lee,,Ward 63,-34.01504,18.48412,Private room,436,1,0,,,4,364,0,
17694944,Garden Cottage - Constantia,120327694,Mary,,Ward 71,-34.03711,18.41511,Entire home/apt,1588,7,5,2022-02-01,0.08,1,120,1,
17706471,Modern apartment with a view,120670048,Sarita,,Ward 100,-34.15543,18.89035,Entire home/apt,500,1,147,2022-03-15,2.55,1,354,41,
17707097,Ridgemor Villa Guest House - Single Room,120675688,Ridgemor Villa,,Ward 109,-34.04312,18.77484,Private room,1395,2,0,,,7,365,0,
17707780,By the sea in Cape Town,35283248,Jeanette,,Ward 64,-34.10602,18.47134,Entire home/apt,650,2,32,2022-02-03,0.61,2,86,9,
17710055,Panoramic Atlantic Ocean & Harbour View Villa,120700802,Aissa,,Ward 115,-33.91221,18.40922,Entire home/apt,2655,2,85,2022-03-06,1.40,1,149,20,
17723213,Arabesque Cottage,43796512,Dominique,,Ward 58,-33.98081,18.4817,Entire home/apt,800,4,24,2022-03-18,0.42,2,351,5,
17726188,8 Wattle Street,3993139,Monique,,Ward 70,-33.88563,18.60629,Entire home/apt,650,2,21,2022-03-13,0.35,2,166,14,
17727110,One Bedroom Apartment in Matrix,120867206,Rouhana,,Ward 55,-33.89339,18.51193,Entire home/apt,700,2,39,2022-03-14,0.99,1,157,26,
17727863,City Penthouse With Exceptional Views,16986244,Propr,,Ward 115,-33.92439,18.42024,Entire home/apt,1657,3,117,2022-03-01,1.92,1,278,19,
17730545,☆ Stylish Gem ☆The Rondebosch ☆,120898600,Tash,,Ward 59,-33.9611,18.4692,Entire home/apt,590,1,63,2022-03-13,1.05,1,73,20,
17739346,Pristine Apartment in the Heart of Cape Town,121003514,Propr,,Ward 115,-33.91654,18.41918,Entire home/apt,1761,3,45,2021-12-20,0.74,1,351,1,
17739528,Entire apartment with magnificent mountain view,121005274,Kait,,Ward 77,-33.93699,18.41736,Entire home/apt,800,15,5,2019-02-01,0.11,1,2,0,
17741959,Private Room in My Charming Langa Home,120546314,Amanda,,Ward 49,-33.94417,18.52034,Private room,300,5,2,2017-09-24,0.03,1,365,0,
17743772,Large Kloof street apartment with parking&wifi,106584308,Ciska,,Ward 115,-33.93137,18.4092,Entire home/apt,838,5,61,2022-02-19,1.01,7,104,5,
17744859,"The Cottage, Constantia",25384389,Luca,,Ward 62,-34.02066,18.41605,Entire home/apt,27000,3,1,2021-12-13,0.28,2,364,1,
17745392,"Table Mountain Shadows, Oranjezicht, CapeTown",106265814,Willemien,,Ward 77,-33.94603,18.4091,Entire home/apt,1150,1,65,2022-03-16,1.08,1,331,7,
17748047,Lovely home in leafy suburb of Somerset West,121083124,Inge,,Ward 15,-34.05106,18.83261,Entire home/apt,5000,5,0,,,1,263,0,
17750488,Tranquil 3 bedroom house with pool.,121109694,Desiree,,Ward 70,-33.88641,18.60356,Entire home/apt,1500,2,1,2022-02-24,0.94,1,352,1,
17754044,Bantry Bay Beach Apartment Block,102565571,Kim,,Ward 54,-33.9208,18.3795,Entire home/apt,1800,2,2,2018-08-15,0.04,1,56,0,
17755229,Double Storey Holiday Apartment Walking Distance to Camps Bay Beach (Harrier Place),57218252,Nox,,Ward 54,-33.95346,18.38185,Entire home/apt,9504,4,17,2022-03-13,0.28,100,225,8,
17756081,Appartamento Azure - Big Bay,113333747,Fabio,,Ward 23,-33.79236,18.46023,Entire home/apt,979,3,4,2022-03-07,1.40,1,178,4,
17756141,Horizon Bay 1404 Beachfront Studio Apartment,86459488,Helen,,Ward 113,-33.82862,18.50212,Entire home/apt,1200,5,4,2018-01-14,0.07,13,362,0,
17756621,Ridgemor Villa - Ground Floor Twin Room,120675688,Ridgemor Villa,,Ward 14,-34.0187,18.74307,Private room,1995,1,0,,,7,325,0,
17756906,Ridgemor Villa - Double Room,120675688,Ridgemor Villa,,Ward 14,-34.01793,18.74328,Private room,1995,1,0,,,7,325,0,
17757025,Ridgemor Villa - Honeymoon Suite,120675688,Ridgemor Villa,,Ward 14,-34.01809,18.74395,Private room,2700,1,1,2018-02-17,0.02,7,320,0,
